mysql> show global variables;
+------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                              | Value                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| default_week_format                                        | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| delay_key_write                                            | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| delayed_insert_limit                                       | 100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| delayed_insert_timeout                                     | 300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| delayed_queue_size                                         | 1000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| disabled_storage_engines                                   | MyISAM,MRG_MYISAM,FEDERATED,CSV,ARCHIVE,BLACKHOLE,MEMORY,NDB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| disconnect_on_expired_password                             | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| div_precision_increment                                    | 4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| end_markers_in_json                                        | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| enforce_gtid_consistency                                   | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| eq_range_index_dive_limit                                  | 200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| event_scheduler                                            | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| expire_logs_days                                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| explain_format                                             | TRADITIONAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| explicit_defaults_for_timestamp                            | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| flush                                                      | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| flush_time                                                 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| foreign_key_checks                                         | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| ft_boolean_syntax                                          | + -><()~*:""&|                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| ft_max_word_len                                            | 84                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| ft_min_word_len                                            | 4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| ft_query_expansion_limit                                   | 20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| ft_stopword_file                                           | (built-in)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| general_log                                                | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| general_log_file                                           | /db/data/hofcissosntax1xf.log                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| generated_random_password_length                           | 20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| global_connection_memory_limit                             | 18446744073709551615                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| global_connection_memory_tracking                          | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_concat_max_len                                       | 1024                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| group_replication_advertise_recovery_endpoints             | DEFAULT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| group_replication_allow_local_lower_version_join           | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_replication_auto_increment_increment                 | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_autorejoin_tries                         | 3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_bootstrap_group                          | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_replication_clone_threshold                          | 9223372036854775807                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_replication_communication_debug_options              | GCS_DEBUG_NONE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| group_replication_communication_max_message_size           | 10485760                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| group_replication_communication_stack                      | XCOM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| group_replication_components_stop_timeout                  | 300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_replication_compression_threshold                    | 1000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| group_replication_consistency                              | BEFORE_ON_PRIMARY_FAILOVER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| group_replication_enforce_update_everywhere_checks         | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_replication_exit_state_action                        | OFFLINE_MODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| group_replication_flow_control_applier_threshold           | 25000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| group_replication_flow_control_certifier_threshold         | 25000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| group_replication_flow_control_hold_percent                | 10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| group_replication_flow_control_max_quota                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_flow_control_member_quota_percent        | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_flow_control_min_quota                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_flow_control_min_recovery_quota          | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_flow_control_mode                        | QUOTA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| group_replication_flow_control_period                      | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_flow_control_release_percent             | 50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| group_replication_force_members                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| group_replication_group_name                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| group_replication_group_seeds                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| group_replication_gtid_assignment_block_size               | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_ip_allowlist                             | AUTOMATIC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| group_replication_ip_whitelist                             | AUTOMATIC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| group_replication_local_address                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| group_replication_member_expel_timeout                     | 60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| group_replication_member_weight                            | 50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| group_replication_message_cache_size                       | 1073741824                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| group_replication_paxos_single_leader                      | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_replication_poll_spin_loops                          | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| group_replication_recovery_complete_at                     | TRANSACTIONS_APPLIED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| group_replication_recovery_compression_algorithms          | uncompressed                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| group_replication_recovery_get_public_key                  | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| group_replication_recovery_public_key_path                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| group_replication_recovery_reconnect_interval              | 60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| group_replication_recovery_retry_count                     | 10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| group_replication_recovery_ssl_ca                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| group_replication_recovery_ssl_capath                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
